68.9 60.2 5.8
8.0 85.7 79.7
14.5 89.7 39.5
52.1 43.7 83.2
27.3 77.9 8.3
17.4 13.7 39.6
0.7 49.2 0.8
23.5 49.5 63.3
21.1 85.8 90.9
2.4 29.4 44.6
73.3 94.1 75.8
30.8 6.4 68.7
11.9 91.2 97.2
73.3 64.8 28.8
42.3 96.7 50.6
95.3 9.8 91.3
22.1 14.1 47.7
45.3 26.2 76.7
70.3 58.3 23.3
33.1 4.4 22.6
39.5 72.1 45.5
27.3 23.3 78.7
29.7 69.7 16.5
98.6 96.0 69.7
67.2 73.7 13.2
56.4 63.2 65.4
55.5 2.2 48.5
6.5 8.3 79.8
41.2 17.0 73.6
19.9 79.4 78.5
23.1 55.8 84.9
48.0 72.5 76.1
13.2 18.5 70.6
81.5 61.3 91.3
51.3 68.0 41.2
83.9 81.6 21.5
47.6 34.7 41.4
88.5 12.6 89.8
55.9 2.3 84.9
13.8 70.0 98.1
26.9 63.3 91.6
77.7 71.9 7.1
29.1 8.1 45.5
37.1 82.2 72.6
42.2 40.9 49.1
60.3 76.6 72.3
94.3 90.8 14.6
10.4 38.2 80.6
55.0 25.3 51.5
78.6 23.4 92.0
62.3 95.9 16.0
90.2 96.2 83.6
20.8 23.7 52.1
1.8 5.7 78.4
19.1 63.4 70.6
3.6 97.3 53.4
61.6 18.0 89.5
41.9 56.0 68.3
13.1 82.9 48.7
15.3 95.9 32.8
78.6 63.3 47.1
29.9 71.2 44.2
43.5 1.6 49.1
25.6 9.0 95.5
69.0 22.8 17.6
96.4 82.3 71.5
22.7 30.5 55.5
13.2 99.6 95.7
98.4 31.0 67.6
9.7 42.4 54.5
81.1 96.4 4.4
67.7 30.0 45.0
43.7 36.8 66.6
54.7 38.4 54.5
89.8 77.6 84.9
37.7 70.3 57.7
15.3 65.5 4.2
58.7 30.6 55.0
54.2 19.6 34.8
53.3 97.6 86.3
88.8 4.6 75.4
81.0 91.2 42.9
67.2 5.0 12.7
29.2 83.9 39.8
98.0 30.0 10.4
44.7 65.1 11.7
17.8 59.8 99.3
67.7 55.9 95.8
61.4 86.2 57.4
0.2 71.6 74.9
27.8 57.7 15.5
37.8 67.3 85.8
16.8 94.9 14.7
55.2 85.3 73.7
81.2 75.8 95.4
83.5 26.7 8.3
80.6 96.5 53.0
89.8 36.6 21.5
73.3 88.7 34.6
0.4 48.9 72.8
