75.2 36.0 21.2
2.2 32.2 42.2
71.0 54.7 30.6
89.5 52.6 89.6
83.3 14.8 9.4
9.8 78.7 82.4
78.6 6.7 94.2
67.7 58.1 6.8
49.1 8.0 23.5
53.5 72.4 36.1
49.8 50.8 38.2
34.6 45.6 74.5
83.7 35.6 43.4
39.4 76.7 82.8
62.7 54.6 82.4
72.2 72.6 34.0
76.2 99.2 67.9
68.5 22.7 88.5
33.8 93.3 35.3
75.6 83.1 80.5
6.0 87.6 74.1
74.8 27.0 2.8
51.7 8.8 25.3
75.3 54.4 94.9
100.0 21.0 4.7
56.7 42.6 69.2
10.6 99.9 11.5
24.9 64.6 15.9
62.1 86.7 15.5
32.3 46.9 75.7
70.8 13.4 93.0
43.1 88.7 67.1
7.2 45.8 60.3
60.7 62.8 38.4
19.7 61.3 71.5
2.6 28.8 70.0
39.4 64.4 49.8
16.4 82.6 47.2
92.4 3.3 5.5
89.8 16.1 92.8
0.2 87.2 62.6
56.1 47.2 94.1
74.5 29.9 4.6
7.6 48.8 83.6
53.4 90.6 24.5
69.7 32.1 99.0
86.1 75.4 38.7
77.5 89.1 56.2
81.8 30.5 92.2
24.0 60.2 58.6
56.8 66.3 22.8
85.8 20.3 74.8
7.5 30.8 44.9
45.3 17.6 45.0
10.5 60.7 98.8
11.4 14.9 32.7
37.0 96.3 59.2
11.9 25.3 50.7
41.9 90.5 80.9
7.0 73.2 46.5
29.5 11.9 51.9
54.7 73.1 5.3
46.0 83.9 31.6
73.1 54.7 79.6
50.6 62.1 88.9
86.1 33.8 81.5
67.7 35.2 4.7
22.3 33.0 17.1
32.7 73.1 56.4
91.0 33.5 55.2
34.9 86.2 53.9
40.4 1.7 89.1
85.1 1.7 87.5
24.3 85.8 32.0
47.7 25.9 16.9
71.8 68.5 14.0
91.3 36.1 61.4
78.7 25.5 52.3
89.9 46.8 4.5
89.7 10.0 31.1
57.6 60.3 5.1
44.5 100.0 93.0
50.6 92.4 23.0
45.9 50.6 45.2
78.9 99.3 68.8
62.0 45.6 42.0
10.1 95.8 22.2
98.0 39.8 84.0
7.1 38.5 89.9
19.3 74.8 35.6
77.6 87.9 74.7
19.7 43.2 23.7
39.7 91.5 42.1
97.0 55.3 74.6
42.9 45.9 5.6
1.7 33.6 73.2
50.4 30.6 6.6
15.3 94.6 25.4
25.9 55.2 0.6
43.2 44.9 38.3
88.4 66.2 52.8
27.8 98.0 95.0
39.2 25.8 38.5
91.3 25.9 20.6
89.8 60.2 55.1
72.9 39.9 68.3
22.0 1.1 72.6
21.0 13.3 89.0
32.6 20.9 23.5
67.1 78.3 58.3
47.2 99.7 55.5
42.1 14.4 78.1
99.6 28.2 71.7
24.0 80.2 67.6
47.6 45.1 0.6
88.4 99.8 67.9
22.9 14.8 42.0
89.7 0.2 98.6
55.3 81.4 6.3
49.0 11.9 16.6
72.8 55.9 64.5
61.6 74.6 55.7
1.2 89.5 77.8
95.7 73.7 64.3
67.9 27.7 22.8
52.0 32.9 92.9
90.6 15.2 79.2
82.5 99.9 80.7
23.9 64.0 74.9
10.1 66.4 92.1
41.4 44.0 51.8
14.5 39.3 19.8
63.0 37.7 36.2
86.6 16.7 14.6
90.6 80.7 74.4
5.4 63.1 25.7
74.2 99.9 22.5
89.0 21.4 28.1
89.3 41.0 1.8
99.2 23.7 8.6
45.1 36.1 89.7
2.4 8.6 4.1
90.2 12.0 39.8
33.8 37.0 41.3
55.1 12.7 91.4
72.7 94.5 86.5
39.9 60.1 66.4
85.2 19.7 74.9
79.3 24.0 34.5
65.9 94.0 49.8
6.9 80.3 13.5
37.3 63.1 45.2
12.8 68.1 39.8
13.9 27.7 36.7
9.8 1.5 39.8
28.1 21.5 46.0
21.1 87.0 57.1
32.3 5.7 23.5
99.1 44.6 14.2
25.7 84.4 90.2
0.9 2.0 96.4
2.2 34.6 7.7
36.2 29.0 64.1
82.5 20.7 48.2
99.1 70.2 44.5
20.2 29.6 91.9
77.6 72.7 98.8
22.1 42.6 21.6
72.8 20.4 27.7
56.2 48.6 66.2
53.5 83.4 26.5
97.2 33.9 62.9
96.1 16.8 34.9
68.4 57.1 72.3
61.1 92.8 37.8
56.2 85.7 14.6
27.2 83.8 12.2
40.9 4.4 46.1
52.6 14.7 78.3
87.7 45.9 10.8
41.6 9.7 62.8
95.9 21.1 42.8
42.1 72.9 84.3
15.1 86.2 51.1
32.7 53.4 42.3
58.2 58.3 54.7
65.5 26.5 27.5
86.4 61.0 96.8
44.0 40.8 3.0
31.8 91.1 32.3
41.6 68.8 7.8
