20.6 91.3 22.2
13.7 90.0 75.4
78.3 3.1 8.7
24.7 42.2 17.5
91.0 63.8 34.5
92.7 23.4 49.1
26.0 21.3 78.8
34.6 24.3 99.3
53.1 38.1 48.6
33.0 51.2 43.1
25.3 97.8 65.4
70.3 5.5 40.4
61.1 99.5 70.3
59.3 58.5 43.8
0.6 7.5 12.2
19.9 54.5 61.6
20.6 58.2 61.4
33.5 19.1 4.9
66.2 70.0 70.5
79.7 83.7 79.3
46.3 73.3 49.5
59.4 54.9 16.3
6.2 1.5 22.6
79.0 29.4 26.7
27.9 56.1 17.0
59.6 11.0 43.6
54.1 23.3 41.8
68.3 31.7 67.0
66.9 89.8 94.7
80.0 57.0 72.5
82.5 21.0 82.8
29.3 86.5 29.3
18.0 77.5 24.7
90.0 79.4 79.9
89.4 2.8 10.6
17.3 49.0 33.5
86.1 89.3 52.4
42.9 84.9 93.5
74.4 5.6 16.6
69.5 6.3 78.3
4.7 5.8 0.5
38.3 19.3 73.1
45.1 45.3 19.4
28.1 54.0 39.6
80.3 44.2 80.1
79.6 63.5 41.4
23.2 98.1 69.9
99.7 28.3 93.4
43.7 81.1 74.8
99.5 93.1 93.6
63.1 71.0 9.7
10.9 54.6 69.7
28.0 61.4 72.4
40.9 54.5 79.6
10.1 40.9 38.5
72.3 12.8 18.7
34.5 30.2 98.9
8.3 27.2 83.5
24.3 58.6 87.0
40.6 35.4 41.5
96.8 34.9 34.6
89.6 4.2 31.4
17.1 62.2 48.8
56.7 30.2 23.9
64.8 31.2 14.6
87.9 5.9 12.0
19.1 49.7 97.7
51.9 11.7 43.4
85.5 5.1 83.0
60.7 2.6 20.0
31.2 11.3 87.5
63.7 28.3 99.8
22.4 51.5 39.9
31.9 87.4 79.4
66.5 32.8 62.0
94.6 95.7 44.3
54.2 8.4 55.2
2.8 24.6 97.6
1.9 79.7 41.9
19.9 20.7 45.1
0.1 28.1 99.3
53.0 71.5 75.0
8.9 20.2 37.2
96.0 54.1 21.5
54.2 50.2 87.5
52.9 93.8 28.7
67.3 6.5 71.6
26.2 12.7 8.3
61.6 75.2 40.2
41.1 45.9 37.3
46.2 6.8 26.5
47.7 60.2 37.8
37.1 66.6 100.0
28.0 77.0 26.0
36.5 74.8 40.0
85.2 50.7 42.2
97.2 77.6 1.5
33.4 42.1 65.0
60.3 39.3 4.0
37.9 58.6 24.9
82.0 8.2 60.6
29.3 79.8 41.6
63.4 83.5 37.8
