21.1 55.6 0.9
47.2 49.9 61.7
97.8 96.5 44.9
62.5 76.5 0.8
86.6 18.7 31.9
69.8 59.1 67.5
77.0 8.1 16.1
46.6 3.8 89.5
47.3 8.3 87.2
78.6 74.1 79.8
64.7 90.4 17.3
19.3 54.8 27.8
87.6 27.2 85.8
81.9 7.8 87.4
37.1 75.9 4.0
0.1 80.9 14.3
40.1 96.9 20.0
42.1 51.5 46.9
70.0 13.7 34.5
68.7 10.2 28.0
40.8 88.4 30.5
70.3 0.6 93.4
96.5 31.7 32.9
20.6 47.2 52.3
31.3 64.8 6.1
64.1 52.3 97.6
42.3 53.9 49.3
29.7 52.5 22.1
77.9 24.9 23.9
83.8 5.6 12.7
77.3 2.9 62.4
10.9 5.8 26.2
9.6 75.8 76.1
54.9 69.2 69.6
10.2 37.9 82.9
64.0 59.4 14.4
6.2 56.7 27.5
97.4 68.9 89.5
2.9 8.5 41.0
43.9 23.7 97.9
0.5 66.5 0.7
62.0 88.5 58.2
41.0 45.4 42.7
81.0 88.1 9.8
4.2 6.9 71.4
67.1 96.8 79.0
37.4 90.8 27.8
65.5 32.3 60.4
21.9 4.3 62.5
90.4 89.7 40.0
36.4 75.0 3.5
16.1 92.9 96.1
13.7 58.7 2.8
75.8 90.3 34.4
74.4 83.7 78.6
89.6 90.2 9.6
87.4 88.4 26.8
80.6 66.9 93.5
5.5 79.3 34.7
49.5 14.7 29.3
91.8 94.6 99.0
12.2 53.5 45.1
82.5 5.0 70.2
67.6 62.9 16.7
2.8 15.2 63.0
69.2 36.9 5.5
10.7 15.1 82.4
89.7 20.4 17.1
83.5 48.2 45.5
21.8 70.9 9.6
3.1 46.0 7.3
37.2 56.2 97.5
72.4 3.8 55.1
27.7 8.9 30.8
76.2 37.2 91.5
79.7 86.9 40.4
56.7 20.4 33.6
49.6 70.4 55.6
21.6 18.4 57.3
45.5 50.9 82.0
20.0 83.9 77.4
42.7 54.1 70.7
27.6 56.3 88.9
98.6 1.3 13.2
43.1 93.9 35.8
37.2 89.6 10.0
77.2 37.8 63.1
38.5 77.6 89.9
0.9 38.5 39.8
49.9 96.0 32.5
72.9 9.3 99.5
7.2 21.4 13.8
13.3 75.6 39.7
26.9 4.5 35.5
17.3 5.1 80.1
98.0 50.8 25.4
8.3 76.0 87.3
90.5 10.5 84.8
54.2 20.8 11.7
71.8 69.4 22.3
15.5 65.9 69.2
59.8 65.7 9.0
10.8 25.8 8.9
36.5 18.4 17.9
80.7 28.8 56.6
28.0 92.3 46.7
66.7 48.6 98.6
16.3 45.8 5.2
97.3 79.2 87.9
72.2 50.3 21.8
15.4 54.7 77.2
54.3 10.1 43.1
20.4 72.7 18.3
0.6 95.5 73.0
19.0 78.6 22.2
47.1 32.6 34.7
13.3 0.1 10.7
75.5 83.7 14.4
42.6 33.1 39.8
90.1 10.5 83.7
73.7 45.3 49.8
40.8 23.8 86.9
99.5 51.4 5.9
31.8 74.3 0.8
77.0 52.9 67.8
25.9 74.7 82.6
4.0 32.6 95.6
53.6 53.2 0.1
16.3 99.7 93.4
28.4 28.0 28.4
39.0 14.1 64.8
62.6 10.9 85.3
71.0 42.6 90.6
49.5 47.8 13.2
1.5 29.5 95.2
42.7 84.6 73.5
23.2 37.3 76.8
92.7 14.7 42.9
8.2 88.5 58.4
14.7 89.5 80.5
91.9 43.5 4.1
48.3 77.0 79.2
36.7 53.2 20.2
96.4 71.3 52.5
58.7 47.0 23.1
26.5 7.7 52.4
51.7 56.0 37.0
90.2 91.8 77.1
5.3 77.3 64.1
73.6 67.9 20.5
75.5 73.1 80.0
1.2 18.8 79.1
2.2 46.2 62.1
50.7 82.7 78.3
57.1 38.4 71.8
10.0 7.2 71.3
87.2 71.7 62.1
39.4 23.6 99.7
3.0 76.5 84.6
79.5 6.6 96.2
81.0 74.0 30.7
92.7 30.6 67.0
50.5 61.5 53.1
89.3 46.5 60.1
66.3 64.2 92.5
77.3 35.2 10.5
32.3 5.9 29.6
96.8 32.2 60.1
24.7 18.7 25.8
90.5 74.9 25.3
22.9 97.9 50.7
74.7 3.6 3.4
59.2 89.2 87.5
74.1 44.1 75.3
13.9 93.8 20.3
0.0 51.6 78.8
29.7 74.9 44.4
61.1 72.2 1.7
71.8 79.3 86.5
39.2 95.1 32.4
0.7 73.5 30.4
7.7 22.1 13.4
99.2 0.5 70.9
80.5 56.2 27.4
63.9 29.1 49.1
55.1 62.2 70.6
57.9 33.9 99.1
4.9 14.4 88.4
25.3 53.1 54.8
88.7 99.1 76.5
21.5 66.0 18.4
92.2 2.6 86.0
88.8 76.0 76.8
80.8 88.2 41.0
1.8 33.5 95.0
94.8 65.4 25.1
6.6 81.1 77.3
59.1 0.8 64.4
23.7 17.9 50.2
19.6 33.8 20.4
44.1 54.9 39.8
3.6 42.7 49.0
73.0 33.9 13.0
8.3 66.5 20.1
52.1 17.8 29.2
98.1 20.4 49.4
67.4 16.5 89.2
74.0 31.6 60.7
78.9 12.2 46.3
9.3 45.3 75.9
80.1 29.0 6.0
34.7 33.9 14.3
3.1 24.3 24.2
51.9 69.3 77.4
58.5 24.5 80.1
56.6 89.6 8.9
23.0 66.8 66.6
26.4 85.4 65.7
89.3 78.0 32.1
39.9 33.6 48.3
54.7 77.7 43.9
9.1 55.1 98.6
